sale_id,store_id,user_id,sale_date,sales_amount
1347,4,1100,2023-01-18,22.6
1524,2,508,2023-01-18,29.89
9194,4,1614,2023-01-18,41.35
283,1,732,2023-01-18,36.36
8039,1,1390,2023-01-18,65.93
9492,2,286,2023-01-18,77.15
7564,6,1825,2023-01-18,76.53
1600,2,1923,2023-01-18,39.44
6611,3,583,2023-01-18,21.05
4911,1,2165,2023-01-18,25.37
9574,6,1294,2023-01-18,43.6
8670,2,191,2023-01-18,29.53
896,1,626,2023-01-19,54.55
6629,3,862,2023-01-19,70.05
3667,2,2247,2023-01-19,75.54
7983,4,643,2023-01-19,41.33
9713,5,1276,2023-01-19,70.88
8435,4,1602,2023-01-19,32.09
2408,4,2336,2023-01-19,19.67
1756,5,1830,2023-01-19,78.43
3121,1,600,2023-01-19,60.46
8261,4,1380,2023-01-19,34.0
9568,6,2346,2023-01-19,39.75
495,2,1364,2023-01-19,54.33
2689,1,394,2023-01-19,20.77
9738,3,2187,2023-01-19,68.63
3291,2,2263,2023-01-19,67.43
5137,1,315,2023-01-19,14.22
3095,2,484,2023-01-20,33.33
5897,2,1973,2023-01-20,62.85
7946,5,1222,2023-01-20,41.64
6093,4,1959,2023-01-20,42.23
1860,5,1070,2023-01-20,37.43
8810,2,1419,2023-01-20,22.36
7486,5,2025,2023-01-20,16.86
5943,3,264,2023-01-20,79.19
4912,3,1341,2023-01-20,44.52
3217,2,839,2023-01-20,72.14
7266,3,2215,2023-01-20,75.99
9599,2,830,2023-01-20,46.42
3072,6,116,2023-01-20,18.76
4354,1,1574,2023-01-20,11.43
3487,1,1061,2023-01-21,18.15
4786,3,1613,2023-01-21,65.8
9577,2,1696,2023-01-21,12.4
3049,6,775,2023-01-21,12.48
5041,4,2456,2023-01-21,79.26
572,5,767,2023-01-21,18.03
677,4,33,2023-01-21,65.34
8345,6,546,2023-01-21,64.28
9270,6,1652,2023-01-21,23.02
9512,6,457,2023-01-21,48.57
3150,4,605,2023-01-21,58.98
9230,2,332,2023-01-21,27.57
1463,1,1290,2023-01-22,31.9
2264,1,1005,2023-01-22,33.25
8297,6,1422,2023-01-22,35.94
1287,6,195,2023-01-22,47.86
2280,5,357,2023-01-22,25.15
6778,1,2479,2023-01-22,11.77
7013,5,2073,2023-01-22,58.6
1836,1,61,2023-01-22,64.7
521,5,1458,2023-01-22,50.49
4233,4,734,2023-01-22,13.69
8034,5,583,2023-01-22,54.11
14,5,2129,2023-01-22,55.08
2642,1,1092,2023-01-22,25.15
1199,3,649,2023-01-22,15.41
4028,5,1251,2023-01-22,58.93
5023,3,1841,2023-01-22,29.51
5940,1,599,2023-01-22,38.61
2065,5,411,2023-01-22,71.48
8045,6,2384,2023-01-22,43.96
4771,5,1576,2023-01-22,70.11
2938,5,2374,2023-01-23,64.09
4143,4,207,2023-01-23,11.45
9723,3,23,2023-01-23,57.74
5140,1,1140,2023-01-23,54.08
8283,4,1423,2023-01-23,41.86
2067,6,1187,2023-01-23,49.38
1462,5,1626,2023-01-23,53.31
3213,2,843,2023-01-23,71.83
3800,2,943,2023-01-23,17.21
5081,1,1045,2023-01-23,71.1
4458,3,43,2023-01-24,15.32
3891,1,962,2023-01-24,73.74
8139,6,1262,2023-01-24,76.57
1875,2,1414,2023-01-24,12.94
2581,4,1710,2023-01-24,38.6
7034,4,287,2023-01-24,54.08
5190,3,2323,2023-01-24,53.01
994,1,2348,2023-01-24,51.83
1996,5,1656,2023-01-24,40.14
5946,6,2418,2023-01-24,56.52
5550,3,2189,2023-01-24,79.21
99,3,1747,2023-01-24,69.85
7685,1,623,2023-01-24,54.24
6674,2,591,2023-01-24,76.36
3262,4,956,2023-01-24,24.37
8702,2,1881,2023-01-24,29.01
3127,2,2151,2023-01-24,11.95
7568,1,1943,2023-01-24,69.45
9319,2,2084,2023-01-24,37.46
9924,4,60,2023-01-24,39.72
5813,6,2060,2023-01-25,36.21
9616,3,2303,2023-01-25,74.0
8760,5,1246,2023-01-25,68.1
2543,5,2315,2023-01-25,35.2
2326,3,515,2023-01-25,47.88
4245,3,63,2023-01-25,61.44
9933,5,2076,2023-01-26,18.37
7524,4,2157,2023-01-26,15.55
5438,6,2304,2023-01-26,15.81
8792,5,1521,2023-01-26,11.75
2174,1,1132,2023-01-26,38.98
6505,5,1979,2023-01-26,22.66
3838,5,1151,2023-01-26,77.94
8926,1,1979,2023-01-26,15.48
1410,6,1647,2023-01-27,51.93
4702,5,203,2023-01-27,49.88
1643,1,1797,2023-01-27,41.76
3846,3,1166,2023-01-27,44.5
3275,1,680,2023-01-27,64.03
396,6,1135,2023-01-27,75.64
1182,3,227,2023-01-27,40.54
8007,3,694,2023-01-27,53.85
5959,1,2367,2023-01-27,51.79
7694,5,2157,2023-01-27,55.81
916,2,1894,2023-01-27,36.38
4102,3,2460,2023-01-27,78.35
9623,1,765,2023-01-27,42.49
759,2,1097,2023-01-27,26.11
4303,2,357,2023-01-27,18.62
6748,1,1499,2023-01-28,45.16
4122,2,215,2023-01-28,44.37
570,3,1809,2023-01-28,30.21
7159,2,1865,2023-01-28,33.11
8707,2,261,2023-01-28,42.16
6852,5,1879,2023-01-28,55.64
7631,5,2177,2023-01-28,66.69
348,6,986,2023-01-28,42.6
5356,4,396,2023-01-28,77.0
5734,2,2399,2023-01-28,25.32
9570,5,1504,2023-01-28,55.86
5430,2,618,2023-01-28,20.24
7131,4,1930,2023-01-29,24.59
8988,4,2468,2023-01-29,72.49
613,6,1097,2023-01-29,47.3
9772,4,2007,2023-01-29,60.8
777,2,1610,2023-01-29,35.65
4008,1,1000,2023-01-29,52.89
9644,6,882,2023-01-29,65.6
2336,3,1316,2023-01-29,56.15
4280,3,2182,2023-01-29,49.09
1766,6,125,2023-01-29,71.41
1823,4,134,2023-01-29,27.15
8864,5,1951,2023-01-29,76.17
1984,5,935,2023-01-29,57.57
187,6,1211,2023-01-29,47.2
3003,5,2355,2023-01-29,34.02
4510,4,1220,2023-01-29,56.29
483,1,970,2023-01-29,13.85
3622,4,1817,2023-01-29,47.24
3384,6,1698,2023-01-29,62.44
8171,4,1640,2023-01-29,45.25
5051,6,1218,2023-01-29,24.74
8458,6,2402,2023-01-29,68.49
6525,5,1734,2023-01-29,30.03
4811,5,534,2023-01-30,15.89
830,4,1287,2023-01-30,51.37
9682,1,430,2023-01-30,45.99
2968,1,141,2023-01-30,65.08
4892,1,2121,2023-01-30,77.88
6433,4,28,2023-01-30,74.77
5411,5,600,2023-01-30,34.35
7746,3,1384,2023-01-30,42.66
6199,6,2403,2023-01-30,28.65
2911,6,262,2023-01-30,22.57
5400,3,2188,2023-01-30,62.54
3214,2,742,2023-01-30,28.04
7342,2,206,2023-01-30,40.07
7137,6,530,2023-01-30,59.3
8313,4,2145,2023-01-30,48.21
4033,3,2141,2023-01-30,76.77
117,3,2032,2023-01-30,51.67
2553,1,2025,2023-01-30,28.87
8443,4,1100,2023-01-30,25.25
9154,6,744,2023-01-30,26.15
4205,6,1530,2023-01-30,64.67
8942,1,2021,2023-01-30,32.71
3456,1,2099,2023-01-30,49.19
8421,1,2378,2023-01-31,20.75
5806,2,67,2023-01-31,47.33
8890,1,2151,2023-01-31,49.98
7962,4,1801,2023-01-31,67.22
6355,1,1467,2023-01-31,34.82
7727,4,115,2023-01-31,63.53
6794,6,1812,2023-01-31,67.7
5978,2,759,2023-01-31,44.99
2467,2,2293,2023-01-31,12.02
1855,6,230,2023-01-31,29.44
5913,3,923,2023-01-31,28.3
1467,6,2462,2023-01-31,60.4
973,3,1216,2023-01-31,78.34
6283,3,1223,2023-01-31,71.57
9696,2,1913,2023-01-31,60.68
8895,3,131,2023-01-31,49.97
4183,2,69,2023-01-31,21.97
1717,5,2476,2023-01-31,70.19
1862,6,2479,2023-01-31,26.1
9083,1,2286,2023-01-31,13.82
5645,6,1828,2023-01-31,40.77
1461,5,785,2023-02-01,35.5
6100,5,96,2023-02-01,54.47
2565,1,250,2023-02-01,30.72
1678,3,58,2023-02-01,54.48
4130,3,742,2023-02-01,67.33
9614,5,1332,2023-02-01,29.02
381,1,1378,2023-02-02,44.72
1063,4,1821,2023-02-02,68.83
2987,2,302,2023-02-02,12.43
6359,2,1373,2023-02-02,36.87
2788,3,2205,2023-02-02,63.22
5057,5,2010,2023-02-02,61.8
1024,5,2059,2023-02-02,34.31
2184,5,1307,2023-02-02,30.74
544,6,694,2023-02-02,25.68
6918,2,1368,2023-02-03,15.62
2474,1,1760,2023-02-03,52.28
6484,3,2071,2023-02-03,39.42
3066,2,2480,2023-02-03,27.54
4335,3,373,2023-02-03,12.15
2460,2,258,2023-02-03,74.57
1064,2,2049,2023-02-03,27.87
3387,5,1444,2023-02-03,75.61
358,1,870,2023-02-03,65.51
7601,5,659,2023-02-03,39.32
5167,1,1139,2023-02-03,62.97
9967,3,1997,2023-02-03,70.78
4804,3,1687,2023-02-03,39.75
8467,2,1560,2023-02-03,45.03
3735,3,2125,2023-02-04,20.29
6109,5,932,2023-02-04,54.23
8339,6,54,2023-02-04,70.3
5691,2,24,2023-02-04,46.82
4493,6,952,2023-02-04,63.79
8580,6,1783,2023-02-04,38.83
2560,2,387,2023-02-04,20.74
7919,4,2410,2023-02-04,56.83
9471,2,14,2023-02-04,44.59
4700,2,2435,2023-02-04,10.39
5318,3,2193,2023-02-04,67.48
4450,6,715,2023-02-04,63.07
6062,4,523,2023-02-04,29.01
1355,5,1081,2023-02-04,64.05
5995,6,540,2023-02-04,20.91
1488,5,2006,2023-02-04,75.75
3784,5,2432,2023-02-04,24.0
2785,5,1886,2023-02-04,63.22
6780,2,1514,2023-02-04,68.48
8144,3,328,2023-02-04,63.01
5242,6,1604,2023-02-05,62.19
5313,1,724,2023-02-05,12.75
7333,3,2260,2023-02-05,66.71
4632,1,1800,2023-02-05,58.75
2043,2,572,2023-02-05,19.32
3245,6,461,2023-02-05,19.94
4371,3,538,2023-02-05,35.33
1794,2,2182,2023-02-05,24.8
9778,5,779,2023-02-05,27.42
3366,2,1889,2023-02-06,64.0
9463,4,637,2023-02-06,49.52
8675,2,1431,2023-02-06,24.89
1837,3,73,2023-02-06,32.75
2026,1,846,2023-02-06,58.65
5006,5,1026,2023-02-06,11.03
4712,3,614,2023-02-06,68.93
7361,1,1565,2023-02-06,66.39
7017,4,2100,2023-02-06,17.4
7457,6,2285,2023-02-06,55.41
6,1,1376,2023-02-06,13.08
580,5,1986,2023-02-06,77.81
4499,5,1715,2023-02-06,11.23
3592,4,165,2023-02-06,66.48
8632,2,1179,2023-02-06,25.94
5494,1,11,2023-02-06,51.79
9634,2,848,2023-02-06,50.99
6360,6,2084,2023-02-06,54.86
2710,4,1433,2023-02-06,23.71
7033,4,624,2023-02-06,50.6
8266,6,1493,2023-02-06,47.4
9346,4,447,2023-02-06,49.2
2094,5,2203,2023-02-07,20.42
7981,4,2438,2023-02-07,33.99
6790,6,2060,2023-02-07,56.25
4336,1,297,2023-02-07,25.37
3462,3,1008,2023-02-07,15.9
1102,4,2234,2023-02-07,20.73
7646,6,1593,2023-02-07,62.65
8331,6,1311,2023-02-07,60.69
6242,2,892,2023-02-07,43.82
9941,2,757,2023-02-07,68.22
9805,2,151,2023-02-07,48.56
9883,6,587,2023-02-07,26.04
6989,1,383,2023-02-07,26.48
427,1,241,2023-02-07,53.8
7600,6,2437,2023-02-07,47.18
707,2,1825,2023-02-07,36.1
8212,2,1155,2023-02-08,68.63
7701,4,2183,2023-02-08,70.19
4386,3,1877,2023-02-08,51.59
9730,2,1463,2023-02-08,27.38
9733,1,944,2023-02-08,44.13
5134,1,1333,2023-02-08,47.75
4160,3,2458,2023-02-08,54.52
5126,6,251,2023-02-08,28.21
5266,4,1673,2023-02-08,12.94
5513,3,2475,2023-02-08,72.21
8381,2,1407,2023-02-08,66.56
6303,2,532,2023-02-08,57.67
6330,4,938,2023-02-08,22.85
2681,6,1913,2023-02-09,78.34
5621,2,753,2023-02-09,10.39
3604,2,551,2023-02-09,72.46
3965,6,1729,2023-02-09,14.0
3388,1,1096,2023-02-09,44.04
4540,2,204,2023-02-09,71.2
2760,6,1729,2023-02-09,60.1
2265,3,2041,2023-02-09,42.86
8779,5,1012,2023-02-09,44.2
3239,1,1078,2023-02-10,11.49
7681,3,2037,2023-02-10,45.05
8505,2,2072,2023-02-10,23.16
7728,2,205,2023-02-10,12.97
6928,4,1165,2023-02-10,45.81
4129,5,1876,2023-02-10,15.45
6193,1,700,2023-02-10,73.06
5495,3,1247,2023-02-10,20.84
8564,4,1645,2023-02-10,63.4
261,1,67,2023-02-10,30.41
2441,3,1852,2023-02-10,39.7
6280,2,339,2023-02-10,40.25
3576,4,2065,2023-02-10,66.32
686,4,2468,2023-02-11,54.91
3867,2,2463,2023-02-11,32.51
5719,2,1838,2023-02-11,52.49
5175,2,808,2023-02-11,48.16
92,6,1420,2023-02-11,49.04
7414,5,514,2023-02-11,78.86
2714,4,1415,2023-02-11,24.1
1976,3,1617,2023-02-11,41.41
9093,5,93,2023-02-11,63.75
786,4,2374,2023-02-11,27.1
6541,6,1375,2023-02-11,76.12
9442,4,1272,2023-02-11,49.16
488,4,1721,2023-02-11,78.28
7067,4,379,2023-02-12,26.75
3099,1,2369,2023-02-12,27.92
1621,5,2447,2023-02-12,71.86
8668,1,137,2023-02-12,20.84
9485,3,1394,2023-02-12,26.58
325,1,515,2023-02-12,40.87
516,4,1907,2023-02-12,16.97
3148,4,2081,2023-02-12,26.14
9962,2,2094,2023-02-12,73.32
5747,3,2066,2023-02-12,54.12
4598,5,1865,2023-02-12,29.27
8357,2,2352,2023-02-12,29.37
2854,2,1547,2023-02-13,32.4
3174,5,2007,2023-02-13,46.21
9424,5,1307,2023-02-13,68.05
6339,3,2059,2023-02-13,43.44
1411,6,789,2023-02-13,66.8
6041,5,1097,2023-02-13,39.91
6570,3,1731,2023-02-13,32.57
6609,4,1053,2023-02-14,67.5
2570,5,2175,2023-02-14,61.37
8542,4,2043,2023-02-14,36.75
6621,6,1550,2023-02-14,15.31
7232,3,1247,2023-02-14,60.83
5557,4,839,2023-02-14,11.19
6116,5,1801,2023-02-14,74.22
4316,3,1685,2023-02-14,61.24
6980,2,1690,2023-02-14,24.97
955,1,544,2023-02-14,39.13
5146,1,1456,2023-02-14,35.65
4567,3,1504,2023-02-14,14.16
3068,5,2174,2023-02-14,36.26
2676,1,1525,2023-02-14,52.47
3833,3,224,2023-02-14,14.57
1513,1,2400,2023-02-14,15.81
3326,3,2041,2023-02-15,65.15
7306,3,538,2023-02-15,19.96
4422,5,949,2023-02-15,11.49
8912,2,63,2023-02-15,43.6
5816,6,2115,2023-02-15,77.82
552,4,589,2023-02-15,20.91
1047,5,2304,2023-02-15,39.5
3930,2,763,2023-02-15,68.55
3289,3,1433,2023-02-15,66.07
1346,3,858,2023-02-16,31.69
2575,6,2126,2023-02-16,11.75
3855,3,725,2023-02-16,68.86
9516,6,89,2023-02-16,66.74
5610,3,99,2023-02-16,47.3
5107,6,616,2023-02-16,72.56
1622,3,2278,2023-02-16,24.66
7971,6,1841,2023-02-16,73.73
5776,6,1350,2023-02-16,50.22
510,1,808,2023-02-17,28.81
703,6,501,2023-02-17,23.89
9673,3,2435,2023-02-17,16.81
4678,2,1856,2023-02-17,75.29
5843,6,1335,2023-02-17,21.35
1029,4,2263,2023-02-17,25.16
7755,4,261,2023-02-17,16.15
2359,4,1719,2023-02-17,54.86
4255,1,1034,2023-02-17,40.99
9621,6,2477,2023-02-17,21.29
8255,5,1479,2023-02-17,67.11
6010,2,880,2023-02-17,29.05
9216,1,1881,2023-02-17,73.65
6154,6,2022,2023-02-17,38.42
5315,4,1464,2023-02-17,28.81
5912,5,1912,2023-02-17,77.67
7379,2,741,2023-02-18,16.76
4379,2,1500,2023-02-18,44.07
5090,1,2251,2023-02-18,22.02
5317,3,1989,2023-02-18,18.39
2464,2,757,2023-02-18,36.57
7179,3,2116,2023-02-18,26.81
7529,5,683,2023-02-18,65.99
4483,1,301,2023-02-18,35.79
3943,1,2411,2023-02-18,17.11
3086,2,878,2023-02-18,62.02
3820,1,1035,2023-02-18,11.83
1549,4,84,2023-02-18,56.49
7059,2,1066,2023-02-18,47.57
5704,3,2379,2023-02-19,57.28
1013,2,1090,2023-02-19,12.66
3705,6,294,2023-02-19,21.64
7230,5,285,2023-02-19,47.53
6687,2,727,2023-02-19,69.47
3809,3,40,2023-02-19,46.63
7324,4,1018,2023-02-19,33.5
990,3,2442,2023-02-19,14.88
60,5,2105,2023-02-19,72.35
9877,1,2108,2023-02-19,29.21
5669,1,552,2023-02-19,51.51
3284,6,1485,2023-02-19,10.94
422,2,2369,2023-02-19,25.63
4631,1,2268,2023-02-19,36.71
2984,6,1233,2023-02-19,15.33
1760,3,913,2023-02-19,70.97
1189,1,1336,2023-02-19,37.85
1056,3,1221,2023-02-19,10.28
6588,4,1347,2023-02-19,76.67
780,5,809,2023-02-19,38.51
2446,5,1786,2023-02-20,54.76
2935,2,217,2023-02-20,45.32
6850,3,380,2023-02-20,78.84
6828,3,1033,2023-02-20,62.23
9751,1,283,2023-02-20,57.39
1300,1,982,2023-02-20,17.75
1430,3,2075,2023-02-20,70.14
7892,1,1430,2023-02-20,29.26
1387,5,255,2023-02-21,36.16
8022,1,2230,2023-02-21,59.96
6007,6,324,2023-02-21,30.82
3883,6,156,2023-02-21,10.73
1780,6,896,2023-02-21,13.23
895,6,294,2023-02-21,52.1
6457,4,2282,2023-02-21,55.63
6021,5,2141,2023-02-21,63.18
188,3,1310,2023-02-21,62.53
1778,4,2171,2023-02-21,51.11
1286,4,2165,2023-02-21,38.66
4223,5,2282,2023-02-22,22.16
6309,5,38,2023-02-22,71.73
5870,1,2243,2023-02-22,11.5
4754,3,2500,2023-02-22,28.86
1304,2,708,2023-02-22,62.8
102,5,1503,2023-02-22,26.2
2767,3,1477,2023-02-22,21.75
729,1,2175,2023-02-22,17.62
2374,6,1948,2023-02-22,36.05
7195,3,2155,2023-02-22,70.84
7187,6,672,2023-02-22,62.14
451,6,632,2023-02-22,17.89
2541,6,1551,2023-02-22,12.98
646,1,1634,2023-02-22,27.61
611,4,48,2023-02-22,66.03
1803,4,1440,2023-02-22,73.68
354,3,476,2023-02-23,39.63
5954,3,1817,2023-02-23,52.37
4072,4,1504,2023-02-23,45.2
5910,5,499,2023-02-23,55.08
3273,1,882,2023-02-23,40.85
4997,1,1515,2023-02-23,30.93
171,1,740,2023-02-23,54.95
2556,1,68,2023-02-23,66.1
4928,3,1298,2023-02-23,68.67
7219,3,1626,2023-02-23,59.77
7470,6,1217,2023-02-23,35.42
6855,4,545,2023-02-24,64.86
3569,2,1891,2023-02-24,46.27
8295,4,1733,2023-02-24,63.65
1450,2,63,2023-02-24,12.34
2448,3,712,2023-02-24,14.98
4473,1,419,2023-02-24,11.29
1636,3,1465,2023-02-24,35.29
2651,6,2080,2023-02-24,45.19
4090,1,2484,2023-02-24,58.08
4701,1,988,2023-02-25,49.56
7932,4,668,2023-02-25,60.74
9427,1,1777,2023-02-25,16.52
5351,1,1371,2023-02-25,55.54
137,1,473,2023-02-25,10.7
9345,1,183,2023-02-25,52.2
120,1,301,2023-02-25,10.35
2899,2,1384,2023-02-26,29.52
7640,4,398,2023-02-26,16.83
3506,2,112,2023-02-26,74.01
5421,1,673,2023-02-26,17.35
8236,3,2239,2023-02-26,11.92
1617,5,1820,2023-02-26,16.79
6772,6,88,2023-02-26,71.7
943,4,1304,2023-02-26,66.05
1118,6,527,2023-02-26,48.94
9313,4,2459,2023-02-26,45.23
9519,4,2436,2023-02-27,18.3
3606,1,1883,2023-02-27,25.91
432,5,1613,2023-02-27,25.42
1393,3,242,2023-02-27,52.84
3998,4,377,2023-02-27,70.73
7095,4,1539,2023-02-27,70.71
3358,4,1118,2023-02-27,34.14
4388,5,449,2023-02-27,45.04
4640,5,1986,2023-02-27,54.21
5486,3,2438,2023-02-27,24.43
7105,6,2410,2023-02-27,58.04
6432,3,1150,2023-02-27,53.22
9725,1,2086,2023-02-27,67.14
2978,5,124,2023-02-27,48.15
9139,4,2215,2023-02-28,26.14
6964,1,339,2023-02-28,70.4
6013,6,1562,2023-02-28,43.68
4646,6,488,2023-02-28,38.19
1227,2,994,2023-02-28,18.26
5779,1,938,2023-02-28,25.81
4747,6,309,2023-02-28,19.87
4393,2,2408,2023-02-28,12.03
1477,5,1665,2023-02-28,61.64
8574,6,2244,2023-02-28,17.16
774,5,333,2023-02-28,41.19
3789,5,1070,2023-02-28,67.09
8915,1,1676,2023-02-28,58.97
402,6,834,2023-02-28,61.28
3895,3,1734,2023-02-28,33.25
4112,4,1302,2023-02-28,42.37
5688,5,728,2023-02-28,66.28
9607,3,988,2023-02-28,78.61
3257,5,1130,2023-02-28,13.67
1160,6,735,2023-03-01,75.62
4951,3,1675,2023-03-01,21.02
462,3,1409,2023-03-01,26.41
2717,6,2322,2023-03-01,53.24
