,sPerson,Product_Salud,predicted_Product_Salud,probability_Product_Salud_0.0,probability_Product_Salud_1.0,Product_Salud,predicted_Product_Salud,probability_Product_Salud_0.0,probability_Product_Salud_1.0,Product_Salud,predicted_Product_Salud,probability_Product_Salud_0.0,probability_Product_Salud_1.0,Product_Salud,predicted_Product_Salud,probability_Product_Salud_0.0,probability_Product_Salud_1.0
19,10499,0.0,0.0,0.9999755659188608,2.443408113911314e-05,0.0,0.0,0.9943658004177484,0.0056341995822515,0.0,0.0,0.9998501135936956,0.0001498864063044,0.0,1.0,0.1618964786245129,0.838103521375487
20,10508,0.0,0.0,0.9999813247480296,1.8675251970347253e-05,0.0,0.0,0.9033559234692936,0.0966440765307063,0.0,0.0,0.9998548653705952,0.0001451346294047,0.0,1.0,0.138140462784277,0.861859537215723
21,10543,0.0,1.0,0.1106732708942241,0.8893267291057758,0.0,0.0,0.7209835152820765,0.2790164847179235,0.0,1.0,0.1926025117522202,0.8073974882477798,0.0,1.0,0.4757478843698586,0.5242521156301414
22,10545,0.0,0.0,0.9994037503541184,0.0005962496458815,0.0,0.0,0.9997500799733549,0.0002499200266453,0.0,0.0,0.9998512680674972,0.0001487319325028,0.0,0.0,0.9752052037730566,0.0247947962269433
23,10546,0.0,0.0,0.9999819363745116,1.8063625488262665e-05,0.0,0.0,0.9991230633058352,0.0008769366941648,0.0,0.0,0.9996613150274164,0.0003386849725836,0.0,1.0,0.3804752741701994,0.6195247258298006
24,10571,0.0,0.0,0.9998319612926044,0.0001680387073955,0.0,0.0,0.998545915911136,0.001454084088864,0.0,0.0,0.9990338596437114,0.0009661403562886,0.0,1.0,0.1336006861676544,0.8663993138323456
25,10590,0.0,0.0,0.9999822158379152,1.7784162084859905e-05,0.0,1.0,0.2479563096121617,0.7520436903878382,0.0,0.0,0.9998443253941002,0.0001556746058998,1.0,1.0,0.1197305846186972,0.8802694153813028
26,10593,0.0,0.0,0.9999803909665332,1.9609033466751744e-05,0.0,0.0,0.7167389279121174,0.2832610720878826,0.0,0.0,0.9998280501512188,0.000171949848781,1.0,1.0,0.155647772566702,0.844352227433298
27,10600,0.0,0.0,0.9999806022879458,1.939771205419154e-05,0.0,0.0,0.908833451760496,0.091166548239504,0.0,0.0,0.9998319418850538,0.0001680581149462,0.0,1.0,0.1928087972180555,0.8071912027819445
28,10648,0.0,0.0,0.9995948516393076,0.0004051483606924,0.0,0.0,0.998231193383562,0.0017688066164379,0.0,0.0,0.999846359741568,0.0001536402584319,0.0,0.0,0.958168206794606,0.041831793205394
29,10701,0.0,0.0,0.999977988102668,2.2011897331934333e-05,0.0,0.0,0.821103829358706,0.178896170641294,0.0,0.0,0.9995863967145512,0.0004136032854487,0.0,0.0,0.9711657460056026,0.0288342539943974
30,10713,0.0,0.0,0.9999755659188608,2.443408113911314e-05,0.0,0.0,0.9871100019105584,0.0128899980894414,0.0,0.0,0.9997422585520828,0.0002577414479173,1.0,1.0,0.0957604292597706,0.9042395707402292
31,10717,0.0,0.0,0.9999799390595052,2.0060940494937427e-05,0.0,0.0,0.9942100859507376,0.0057899140492624,0.0,0.0,0.9947623359353016,0.0052376640646985,0.0,0.0,0.9811316695801076,0.0188683304198922
32,10783,0.0,0.0,0.999977988102668,2.2011897331934333e-05,1.0,1.0,0.0837830605620029,0.9162169394379972,0.0,0.0,0.9995863967145512,0.0004136032854487,0.0,0.0,0.9733616511660782,0.0266383488339217
33,10784,0.0,0.0,0.9999678509769402,3.214902305979193e-05,1.0,1.0,0.0174549198554406,0.9825450801445592,0.0,0.0,0.9996198982537212,0.0003801017462789,0.0,0.0,0.5996026685912972,0.4003973314087027
34,10798,0.0,0.0,0.9999806022879458,1.939771205419154e-05,0.0,0.0,0.841121525680437,0.158878474319563,0.0,0.0,0.9998319418850538,0.0001680581149462,1.0,1.0,0.1807386686903962,0.8192613313096038
35,10817,0.0,0.0,0.9999806851775992,1.9314822400841148e-05,0.0,0.0,0.867841518335065,0.132158481664935,0.0,0.0,0.9997243262205164,0.0002756737794834,1.0,1.0,0.1092266668035762,0.8907733331964237
36,10821,0.0,0.0,0.9999810595168024,1.894048319775632e-05,0.0,0.0,0.963126008706019,0.0368739912939809,0.0,0.0,0.9998486230170528,0.0001513769829472,0.0,1.0,0.1330787789997637,0.8669212210002363
37,10822,0.0,0.0,0.9999832205447774,1.67794552225878e-05,0.0,0.0,0.7344303450473074,0.2655696549526926,0.0,0.0,0.9998214507866486,0.0001785492133514,0.0,0.0,0.7429212239106258,0.2570787760893743
38,10831,0.0,0.0,0.9999806851775992,1.9314822400841148e-05,0.0,0.0,0.8351649768433536,0.1648350231566464,0.0,0.0,0.9998036597106637,0.0001963402893363,1.0,1.0,0.1468331958973259,0.8531668041026741
39,10885,0.0,0.0,0.9999806022879458,1.939771205419154e-05,0.0,0.0,0.908833451760496,0.091166548239504,0.0,0.0,0.9998319418850538,0.0001680581149462,0.0,1.0,0.1928087972180555,0.8071912027819445
40,10890,0.0,0.0,0.9999757609405286,2.4239059471369245e-05,0.0,0.0,0.9841234324409432,0.0158765675590568,0.0,0.0,0.9998326429224188,0.0001673570775812,0.0,1.0,0.1215655053325776,0.8784344946674224
41,10918,0.0,0.0,0.9998106385572436,0.0001893614427563,0.0,0.0,0.997219991009888,0.002780008990112,0.0,0.0,0.9998192883751036,0.0001807116248965,0.0,0.0,0.5278149539966339,0.4721850460033661
42,10946,0.0,0.0,0.9993371141014952,0.0006628858985049,0.0,0.0,0.9979154813337828,0.0020845186662171,0.0,0.0,0.9978517540401092,0.0021482459598908,0.0,1.0,0.1065869716005281,0.8934130283994719
43,10949,0.0,0.0,0.9990853554108644,0.0009146445891354,0.0,0.0,0.9987854725610502,0.0012145274389497,0.0,0.0,0.9998090368515368,0.0001909631484631,0.0,0.0,0.9529337987229534,0.0470662012770465
44,10951,0.0,0.0,0.9999728468974616,2.71531025385551e-05,1.0,1.0,0.0421790501465217,0.9578209498534782,0.0,0.0,0.9995636652321488,0.0004363347678513,0.0,1.0,0.2095753941723324,0.7904246058276676
45,10960,0.0,0.0,0.9999777921467192,2.220785328073272e-05,0.0,0.0,0.9940725082996006,0.0059274917003994,0.0,0.0,0.9997688364077616,0.0002311635922383,0.0,0.0,0.988675279873862,0.0113247201261379
46,10965,0.0,0.0,0.9998579825210386,0.0001420174789613,0.0,0.0,0.991878258153222,0.008121741846778,0.0,0.0,0.9999037007152332,9.629928476672212e-05,0.0,1.0,0.3533862339902092,0.6466137660097908
47,10974,0.0,0.0,0.9999813247480296,1.8675251970347253e-05,0.0,0.0,0.8759011506936472,0.1240988493063528,0.0,0.0,0.9998280501512188,0.000171949848781,0.0,1.0,0.2036590949475005,0.7963409050524994
48,10979,0.0,0.0,0.9999836881997471,1.6311800252750534e-05,0.0,0.0,0.8060498827534976,0.1939501172465023,0.0,0.0,0.99987632716448,0.0001236728355199,1.0,1.0,0.1117705691007409,0.8882294308992591
49,10987,0.0,0.0,0.9995948516393076,0.0004051483606924,0.0,0.0,0.9991335142401828,0.0008664857598172,0.0,0.0,0.9998321277226638,0.0001678722773361,0.0,0.0,0.9649991288286982,0.0350008711713017
50,10995,0.0,0.0,0.9999734134160352,2.6586583964866588e-05,0.0,0.0,0.6460610758694203,0.3539389241305796,0.0,0.0,0.9999534539783628,4.654602163708415e-05,1.0,1.0,0.0820643783057603,0.9179356216942396
51,11008,0.0,0.0,0.9999765635630724,2.343643692754822e-05,0.0,0.0,0.995290262646444,0.004709737353556,0.0,0.0,0.999871293995961,0.0001287060040389,0.0,1.0,0.1381259897575353,0.8618740102424647
52,11017,0.0,0.0,0.9999803909665332,1.9609033466751744e-05,0.0,0.0,0.725605030584942,0.274394969415058,0.0,0.0,0.9998548653705952,0.0001451346294047,0.0,1.0,0.1825335413339067,0.8174664586660932
53,11037,0.0,0.0,0.9999630456071046,3.695439289541831e-05,0.0,0.0,0.994813902347772,0.0051860976522279,0.0,0.0,0.999846903225066,0.0001530967749341,0.0,0.0,0.6193552518299994,0.3806447481700006
54,11047,0.0,0.0,0.9999726820380876,2.7317961912329187e-05,0.0,0.0,0.7343192870262707,0.2656807129737293,0.0,0.0,0.9999213354596646,7.86645403354088e-05,0.0,0.0,0.6408993168305378,0.3591006831694622
55,11049,0.0,0.0,0.9999635656855208,3.6434314479128784e-05,0.0,0.0,0.9980695817339126,0.0019304182660874,0.0,0.0,0.9963023058557494,0.0036976941442505,0.0,1.0,0.232291346175586,0.767708653824414
56,11057,0.0,1.0,0.1106732708942241,0.8893267291057758,0.0,0.0,0.7209835152820765,0.2790164847179235,0.0,1.0,0.1926025117522202,0.8073974882477798,1.0,1.0,0.4757478843698586,0.5242521156301414
57,11076,0.0,0.0,0.9999806851775992,1.9314822400841148e-05,0.0,0.0,0.7534839204110672,0.2465160795889328,0.0,0.0,0.9997243262205164,0.0002756737794834,1.0,1.0,0.1587231072375765,0.8412768927624235
58,11078,0.0,0.0,0.9999757609405286,2.4239059471369245e-05,0.0,0.0,0.9940595213692746,0.0059404786307254,0.0,0.0,0.9998326429224188,0.0001673570775812,0.0,1.0,0.1168410259405603,0.8831589740594397
59,11098,0.0,0.0,0.9999728468974616,2.71531025385551e-05,0.0,1.0,0.4744986294257762,0.5255013705742237,0.0,0.0,0.9995636652321488,0.0004363347678513,1.0,1.0,0.1490810713828683,0.8509189286171317
60,11100,0.0,0.0,0.9999737460095268,2.6253990473108144e-05,1.0,1.0,0.0327379493873944,0.9672620506126056,0.0,0.0,0.9998614824157068,0.0001385175842931,1.0,1.0,0.1296255499042619,0.8703744500957381
61,11108,0.0,0.0,0.9999806851775992,1.9314822400841148e-05,0.0,0.0,0.6451956679213935,0.3548043320786065,0.0,0.0,0.9997243262205164,0.0002756737794834,1.0,1.0,0.1388284020152723,0.8611715979847276
62,11118,0.0,0.0,0.9999813247480296,1.8675251970347253e-05,0.0,0.0,0.7221064958048404,0.2778935041951596,0.0,0.0,0.9998548653705952,0.0001451346294047,1.0,1.0,0.1286554399795523,0.8713445600204477
63,11121,0.0,0.0,0.9999806851775992,1.9314822400841148e-05,0.0,0.0,0.9075836488302534,0.0924163511697466,0.0,0.0,0.999776415633088,0.0002235843669119,0.0,1.0,0.2991844380569729,0.7008155619430271
64,11143,0.0,0.0,0.999979860530918,2.0139469082101448e-05,0.0,0.0,0.9878869596448172,0.0121130403551828,0.0,0.0,0.999909589595418,9.041040458216104e-05,0.0,1.0,0.2784720163428357,0.7215279836571643
65,11152,0.0,0.0,0.9999813247480296,1.8675251970347253e-05,0.0,0.0,0.9800169546112372,0.0199830453887629,0.0,0.0,0.999836377001538,0.000163622998462,0.0,1.0,0.2347320227610281,0.7652679772389719
66,11154,0.0,0.0,0.9999819363745116,1.8063625488262665e-05,0.0,0.0,0.9993856132773972,0.0006143867226028,0.0,0.0,0.9996613150274164,0.0003386849725836,0.0,1.0,0.4347506628549979,0.565249337145002
67,11155,0.0,0.0,0.9999819687980792,1.8031201920757333e-05,0.0,0.0,0.9979301831522563,0.0020698168477435,0.0,0.0,0.9964764104448608,0.003523589555139,0.0,1.0,0.0946746715517314,0.9053253284482684
68,11161,0.0,0.0,0.999983790649708,1.620935029211823e-05,1.0,1.0,0.019673687856734,0.980326312143266,0.0,0.0,0.9998341242712472,0.0001658757287529,1.0,1.0,0.2268111334002087,0.7731888665997912
69,11168,0.0,0.0,0.9999777921467192,2.220785328073272e-05,1.0,1.0,0.1066646636323527,0.8933353363676473,0.0,0.0,0.9998495578856595,0.0001504421143403,0.0,0.0,0.9752950847800084,0.0247049152199916
70,11169,0.0,0.0,0.9999797194175826,2.028058241739706e-05,0.0,0.0,0.6021232368829424,0.3978767631170575,0.0,0.0,0.999776415633088,0.0002235843669119,1.0,1.0,0.1367111845828758,0.8632888154171242
71,11187,0.0,0.0,0.9999813110303084,1.8688969691445225e-05,0.0,1.0,0.1783564814022287,0.8216435185977713,0.0,0.0,0.9999005814887006,9.941851129934697e-05,0.0,1.0,0.214331919719619,0.7856680802803809
72,11197,0.0,0.0,0.99997963238345,2.036761655009293e-05,0.0,0.0,0.9678124710126822,0.0321875289873177,0.0,0.0,0.9998610224892786,0.0001389775107214,0.0,1.0,0.1777592312814565,0.8222407687185435
73,11206,0.0,0.0,0.9998632911628196,0.0001367088371802,0.0,0.0,0.9917903901015374,0.0082096098984626,0.0,0.0,0.9982532351397336,0.0017467648602663,0.0,1.0,0.435036893367638,0.5649631066323619
74,11207,0.0,0.0,0.9999757609405286,2.4239059471369245e-05,0.0,0.0,0.996788666894949,0.0032113331050509,0.0,0.0,0.9998326429224188,0.0001673570775812,1.0,1.0,0.139144607441861,0.8608553925581389
75,11213,0.0,0.0,0.9999728468974616,2.71531025385551e-05,0.0,1.0,0.2899929714671452,0.7100070285328548,0.0,0.0,0.9995636652321488,0.0004363347678513,0.0,1.0,0.1273898599072688,0.8726101400927312
76,11226,0.0,0.0,0.9999777921467192,2.220785328073272e-05,0.0,0.0,0.9838351242008518,0.0161648757991481,0.0,0.0,0.9998620555556444,0.0001379444443556,0.0,0.0,0.9695787200299498,0.0304212799700501
77,11241,0.0,1.0,0.1106732708942241,0.8893267291057758,0.0,0.0,0.7209835152820765,0.2790164847179235,0.0,1.0,0.1926025117522202,0.8073974882477798,0.0,1.0,0.4757478843698586,0.5242521156301414
78,11262,0.0,0.0,0.9999806022879458,1.939771205419154e-05,0.0,0.0,0.6558746644737572,0.3441253355262427,0.0,0.0,0.9998754356989976,0.0001245643010022,0.0,0.0,0.506426433406757,0.493573566593243
79,11289,0.0,0.0,0.9999806851775992,1.9314822400841148e-05,0.0,0.0,0.6357825022905879,0.3642174977094121,0.0,0.0,0.9997243262205164,0.0002756737794834,1.0,1.0,0.1621054788030146,0.8378945211969854
80,11295,0.0,0.0,0.9999806851775992,1.9314822400841148e-05,0.0,0.0,0.6357825022905879,0.3642174977094121,0.0,0.0,0.9997243262205164,0.0002756737794834,0.0,1.0,0.1621054788030146,0.8378945211969854
81,11296,0.0,0.0,0.999962843838949,3.715616105101996e-05,0.0,0.0,0.9907759946876066,0.0092240053123934,0.0,0.0,0.998728111380288,0.0012718886197118,1.0,1.0,0.1336208655792657,0.8663791344207342
82,11297,0.0,0.0,0.9999799773763712,2.0022623628605983e-05,0.0,0.0,0.9915127808826368,0.0084872191173631,0.0,0.0,0.9916864703300466,0.0083135296699533,0.0,0.0,0.6939209513751103,0.3060790486248896
83,11299,0.0,0.0,0.9999766853238292,2.33146761707298e-05,0.0,0.0,0.9566662955534598,0.0433337044465401,0.0,0.0,0.9998754356989976,0.0001245643010022,0.0,0.0,0.6084921677952205,0.3915078322047794
84,11323,0.0,0.0,0.99997963238345,2.036761655009293e-05,0.0,0.0,0.9678124710126822,0.0321875289873177,0.0,0.0,0.9998610224892786,0.0001389775107214,0.0,1.0,0.149369551880631,0.8506304481193689
85,11326,0.0,0.0,0.9999801199921232,1.988000787680577e-05,0.0,0.0,0.9939876426909616,0.0060123573090382,0.0,0.0,0.9998772290500196,0.0001227709499802,0.0,0.0,0.5921846392275572,0.4078153607724428
86,11332,0.0,0.0,0.9999726820380876,2.7317961912329187e-05,0.0,0.0,0.5250955929142678,0.4749044070857322,0.0,0.0,0.9999213354596646,7.86645403354088e-05,0.0,0.0,0.6873613299747032,0.3126386700252967
87,11340,0.0,0.0,0.9999806022879458,1.939771205419154e-05,0.0,0.0,0.8280107029133098,0.1719892970866901,0.0,0.0,0.9998319418850538,0.0001680581149462,0.0,1.0,0.1803793247546832,0.8196206752453168
88,11346,0.0,0.0,0.9999803909665332,1.9609033466751744e-05,0.0,0.0,0.9094615671530936,0.0905384328469064,0.0,0.0,0.9998548653705952,0.0001451346294047,1.0,1.0,0.1980273883184881,0.8019726116815119
89,11349,0.0,0.0,0.9999832205447774,1.67794552225878e-05,0.0,0.0,0.8681682837558684,0.1318317162441316,0.0,0.0,0.9999239092299156,7.60907700843156e-05,0.0,0.0,0.6191761369387732,0.3808238630612268
90,11367,0.0,1.0,0.1106732708942241,0.8893267291057758,0.0,0.0,0.7209835152820765,0.2790164847179235,0.0,1.0,0.1926025117522202,0.8073974882477798,1.0,1.0,0.4757478843698586,0.5242521156301414
91,11388,0.0,0.0,0.99997963238345,2.036761655009293e-05,0.0,0.0,0.9655189515312164,0.0344810484687835,0.0,0.0,0.9998610224892786,0.0001389775107214,1.0,1.0,0.1777592312814565,0.8222407687185435
92,11399,0.0,0.0,0.9997631027955736,0.0002368972044265,0.0,0.0,0.6112557949427393,0.3887442050572606,0.0,0.0,0.9997433349563136,0.0002566650436865,0.0,1.0,0.213711971345972,0.7862880286540279
93,11408,0.0,0.0,0.9999813247480296,1.8675251970347253e-05,0.0,0.0,0.7221064958048404,0.2778935041951596,0.0,0.0,0.9998548653705952,0.0001451346294047,1.0,1.0,0.1286554399795523,0.8713445600204477
94,11411,0.0,0.0,0.9999832803497384,1.6719650261627754e-05,0.0,0.0,0.8911360621543883,0.1088639378456117,0.0,0.0,0.9993060330324238,0.0006939669675762,1.0,1.0,0.15513135555707,0.84486864444293
95,11424,0.0,0.0,0.9999415537801806,5.844621981944341e-05,0.0,0.0,0.6185636032026307,0.3814363967973693,0.0,0.0,0.9999051929049466,9.480709505336933e-05,0.0,0.0,0.5639125821014126,0.4360874178985874
96,11431,0.0,0.0,0.999979860530918,2.0139469082101448e-05,0.0,0.0,0.9879894063897524,0.0120105936102474,0.0,0.0,0.999909589595418,9.041040458216104e-05,0.0,1.0,0.3415320561985879,0.658467943801412
97,11433,0.0,0.0,0.9999839166210588,1.6083378941065794e-05,0.0,0.0,0.9937189544314606,0.0062810455685393,0.0,0.0,0.999947279136072,5.272086392809211e-05,0.0,0.0,0.5819384521986751,0.4180615478013249
98,11436,0.0,0.0,0.999943017687277,5.698231272300384e-05,1.0,1.0,0.0146805319140471,0.9853194680859528,0.0,0.0,0.9998898396932324,0.0001101603067676,1.0,1.0,0.1417355585743971,0.8582644414256029
99,11455,0.0,0.0,0.9999371170245256,6.288297547451013e-05,0.0,1.0,0.4902099461437189,0.5097900538562811,0.0,0.0,0.8149368991459024,0.1850631008540976,0.0,1.0,0.2461198378591262,0.7538801621408737
100,11466,0.0,0.0,0.9999618032388866,3.819676111343721e-05,0.0,0.0,0.9985036606315424,0.0014963393684576,0.0,0.0,0.9995148742590269,0.0004851257409732,0.0,1.0,0.4320840038098215,0.5679159961901785
101,11507,0.0,0.0,0.9999833658128994,1.6634187100668143e-05,0.0,0.0,0.8756907924185962,0.1243092075814038,0.0,0.0,0.9996739953522408,0.000326004647759,1.0,1.0,0.1178112847794171,0.8821887152205828
102,11511,0.0,0.0,0.9999757609405286,2.4239059471369245e-05,0.0,0.0,0.9940595213692746,0.0059404786307254,0.0,0.0,0.9998326429224188,0.0001673570775812,0.0,1.0,0.126533360958458,0.873466639041542
103,11520,0.0,0.0,0.999755408343292,0.0002445916567078,0.0,0.0,0.9337950707461156,0.0662049292538845,0.0,0.0,0.9996396353599593,0.0003603646400408,1.0,1.0,0.124866939313511,0.875133060686489
104,11524,0.0,0.0,0.999977988102668,2.2011897331934333e-05,0.0,0.0,0.9965685439957916,0.0034314560042083,0.0,0.0,0.9997379818141516,0.0002620181858482,1.0,0.0,0.9463846780392215,0.0536153219607783
105,11549,0.0,0.0,0.999977191511778,2.2808488222072717e-05,0.0,0.0,0.9933434466109669,0.0066565533890331,0.0,0.0,0.99990181339143,9.818660856999796e-05,0.0,0.0,0.5061488801080055,0.4938511198919945
106,11551,0.0,0.0,0.9999806851775992,1.9314822400841148e-05,0.0,0.0,0.6357825022905879,0.3642174977094121,0.0,0.0,0.9997243262205164,0.0002756737794834,0.0,1.0,0.1621054788030146,0.8378945211969854
107,11554,0.0,0.0,0.9999763216279935,2.367837200650502e-05,0.0,1.0,0.4354106559314872,0.5645893440685128,0.0,0.0,0.9997887330816656,0.0002112669183344,0.0,0.0,0.7908602616686838,0.2091397383313161
108,11582,0.0,0.0,0.9999727303707084,2.7269629291550455e-05,0.0,1.0,0.4213971438737078,0.5786028561262921,0.0,0.0,0.9997973424374615,0.0002026575625385,0.0,1.0,0.1626689735590972,0.8373310264409027
109,11607,0.0,1.0,0.1106732708942241,0.8893267291057758,1.0,0.0,0.7209835152820765,0.2790164847179235,0.0,1.0,0.1926025117522202,0.8073974882477798,0.0,1.0,0.4757478843698586,0.5242521156301414
110,11613,0.0,0.0,0.9999839166210588,1.6083378941065794e-05,0.0,0.0,0.9989329650334796,0.0010670349665202,0.0,0.0,0.9999111412822492,8.885871775075587e-05,1.0,1.0,0.0872127630971354,0.9127872369028646
111,11635,0.0,0.0,0.9999572924149532,4.270758504664174e-05,0.0,0.0,0.9928656285170008,0.0071343714829992,0.0,0.0,0.9998311939063592,0.0001688060936408,0.0,1.0,0.4010127452224844,0.5989872547775156
112,11643,0.0,0.0,0.9999824166786072,1.7583321392648017e-05,0.0,0.0,0.9468002709537292,0.0531997290462707,0.0,0.0,0.999569120999244,0.000430879000756,0.0,0.0,0.5373069782605571,0.462693021739443
113,11655,0.0,0.0,0.9999737460095268,2.6253990473108144e-05,0.0,1.0,0.2960678385234512,0.7039321614765488,0.0,0.0,0.9997410016033924,0.0002589983966074,1.0,1.0,0.1222465078141032,0.8777534921858967
114,11664,0.0,0.0,0.9999810595168024,1.894048319775632e-05,0.0,0.0,0.8953598389982254,0.1046401610017746,0.0,0.0,0.9998486230170528,0.0001513769829472,1.0,1.0,0.1631037098357022,0.8368962901642978
115,11702,0.0,0.0,0.9999803909665332,1.9609033466751744e-05,0.0,0.0,0.7705962913221883,0.2294037086778116,0.0,0.0,0.9998548653705952,0.0001451346294047,0.0,1.0,0.1825335413339067,0.8174664586660932
116,11726,0.0,0.0,0.9999808195712556,1.9180428744509072e-05,0.0,0.0,0.9668936326344928,0.033106367365507,0.0,0.0,0.9999238029163636,7.619708363622426e-05,1.0,1.0,0.1144147687125126,0.8855852312874873
117,11727,0.0,0.0,0.9999737460095268,2.6253990473108144e-05,0.0,1.0,0.2506412165978458,0.7493587834021542,0.0,0.0,0.999841287346682,0.000158712653318,0.0,1.0,0.1630793707522599,0.83692062924774
118,11739,0.0,0.0,0.9999814952898984,1.8504710101456783e-05,0.0,0.0,0.987637029210188,0.0123629707898118,0.0,0.0,0.9977958036608996,0.0022041963391003,1.0,1.0,0.1391837315589391,0.8608162684410609
119,11741,0.0,0.0,0.999983001697018,1.6998302981852063e-05,0.0,0.0,0.9142890929194474,0.0857109070805526,0.0,0.0,0.9045502357400048,0.095449764259995,0.0,1.0,0.3604548657338213,0.6395451342661786
120,11760,0.0,0.0,0.999973373145771,2.6626854229083332e-05,0.0,0.0,0.6799640891888878,0.3200359108111121,0.0,0.0,0.9999322974816574,6.770251834269397e-05,0.0,1.0,0.3998701391531226,0.6001298608468774
121,11769,0.0,0.0,0.9999816067840346,1.8393215965439825e-05,1.0,1.0,0.0320353760458982,0.9679646239541018,0.0,0.0,0.9997043090249392,0.0002956909750607,0.0,1.0,0.1621054788030146,0.8378945211969854
122,11770,0.0,0.0,0.9999807312945485,1.9268705451533933e-05,1.0,1.0,0.0121672721480489,0.9878327278519512,0.0,0.0,0.99844434996863,0.0015556500313701,0.0,1.0,0.454394853385838,0.5456051466141619
