date,order_id,prod_billing,quantity,origin,product_name
2023-04-21,12,48.83807450032735,1,store,Seafood Paella
2023-04-18,277,39.169114619279895,5,store,Sizzling Fajitas
2023-04-19,179,42.2893232475305,3,web,Fish and Chips
2023-04-23,345,7.107215208741274,4,store,Caesar Salad
2023-04-17,70,7.644123270686597,1,web,Miso Ramen
2023-04-17,245,43.39207944679353,3,app_mobile,Philly Cheesesteak
2023-04-22,397,6.590793140871932,4,web,Pizza Margherita
2023-04-17,67,19.469909106943,2,app_mobile,Sushi Platter
2023-04-19,220,18.28042939083361,2,store,Chicken Caesar Wrap
2023-04-18,77,12.649824214100079,1,web,Philly Cheesesteak
2023-04-22,371,39.31718506836437,2,store,Cobb Salad
2023-04-20,328,37.28662907418974,5,web,Pad Thai
2023-04-20,153,25.62063985141766,1,web,Beef Tacos
2023-04-23,380,8.24619545324497,1,web,Cobb Salad
2023-04-21,19,9.047985476388062,4,store,Crispy Tofu Bowl
2023-04-23,154,30.01690323977977,2,app_mobile,Cobb Salad
2023-04-18,177,29.423075830867212,4,web,Chicken Caesar Wrap
2023-04-17,271,23.08959105858641,2,web,Seafood Paella
2023-04-17,397,33.90786425723289,1,app_mobile,Caesar Salad
2023-04-18,60,35.20294993385155,2,store,Grilled Salmon
2023-04-17,30,23.554114696886604,5,app_mobile,Cheeseburger
2023-04-17,195,26.38117111867166,2,store,Taco Salad
2023-04-22,145,32.873315998771226,5,web,Crispy Tofu Bowl
2023-04-18,25,37.390791775522295,3,web,Lobster Bisque
2023-04-23,209,5.563143485951795,1,web,Beef Tacos
2023-04-18,86,37.05039552778932,5,web,Lobster Bisque
2023-04-19,74,8.811104688962253,1,web,Sushi Platter
2023-04-18,222,43.27275100984714,2,web,Chicken Caesar Wrap
2023-04-17,395,15.546428009576127,4,store,Crab Cakes
2023-04-17,305,42.514258318202,4,web,Spicy Tuna Roll
2023-04-19,329,19.033916042006727,4,app_mobile,Beef Stroganoff
2023-04-21,286,47.968392660782364,4,web,Chicken Teriyaki
2023-04-21,41,11.207511662981375,3,web,Crab Cakes
2023-04-19,182,9.788839996745823,1,web,Crispy Tofu Bowl
2023-04-19,301,46.367329890188984,5,web,Taco Salad
2023-04-23,228,12.421463748176562,2,app_mobile,Pizza Margherita
2023-04-18,161,47.12842343321576,3,store,Taco Salad
2023-04-22,349,3.135600075958677,4,store,Chicken Teriyaki
2023-04-19,300,47.82667099524611,3,store,Lobster Bisque
2023-04-17,370,11.403163912826994,5,app_mobile,Lobster Bisque
2023-04-22,340,38.766782125923825,4,app_mobile,Sizzling Fajitas
2023-04-23,145,25.701164314596188,5,store,Crispy Calamari
2023-04-23,97,17.67171437607354,5,app_mobile,Beef Tacos
2023-04-18,207,7.653630115061151,4,app_mobile,Taco Salad
2023-04-23,89,13.445051278570078,4,store,French Onion Soup
2023-04-19,15,43.45755273886357,3,web,Spinach and Ricotta Ravioli
2023-04-23,380,3.9810677623336916,4,app_mobile,Fried Chicken
2023-04-19,364,30.225611878671728,4,web,Chicken Caesar Wrap
2023-04-21,84,11.354111515278342,3,app_mobile,Sizzling Fajitas
2023-04-18,56,22.79175813901747,4,store,Cobb Salad
2023-04-23,278,9.32888534918722,2,store,Fish and Chips
2023-04-21,109,12.087071962569242,2,web,Seafood Paella
2023-04-17,156,34.71417652636295,4,app_mobile,Sushi Platter
2023-04-22,97,37.091229149097515,4,app_mobile,Beef Stroganoff
2023-04-22,163,41.790968512627146,3,app_mobile,Taco Salad
2023-04-23,223,1.70674784001573,2,store,Garlic Bread
2023-04-17,235,25.553968184824754,1,store,Chicken Teriyaki
2023-04-18,131,41.01376150923887,2,web,Chicken Teriyaki
2023-04-19,197,5.418595582678702,5,web,Pizza Margherita
2023-04-17,338,34.045172224527754,5,store,Shrimp Scampi
2023-04-21,105,23.01346184416797,4,web,Chicken Katsu Curry
2023-04-21,103,32.64892086583431,5,web,Crispy Calamari
2023-04-22,221,12.858127828199589,4,app_mobile,Beef Tacos
2023-04-22,182,46.93158644087776,5,store,Chicken Teriyaki
2023-04-22,131,14.765183944530818,3,store,Chicken Katsu Curry
2023-04-21,297,10.84527621905854,5,app_mobile,Crispy Tofu Bowl
2023-04-21,220,49.91990881662414,3,web,Spicy Tuna Roll
2023-04-22,293,32.43089961981151,3,app_mobile,Crispy Tofu Bowl
2023-04-19,31,11.515838050610377,5,store,Taco Salad
2023-04-17,309,43.962207893163544,2,store,Sizzling Fajitas
2023-04-18,347,10.242761465425735,1,store,Grilled Salmon
2023-04-21,285,14.03705602948632,5,store,Beef Stroganoff
2023-04-22,94,27.163888184164144,1,web,Grilled Salmon
2023-04-23,31,13.946871259100252,1,store,French Onion Soup
2023-04-18,126,7.861879583485788,2,web,Crispy Tofu Bowl
2023-04-19,340,25.219057552028488,1,web,Fried Chicken
2023-04-18,135,27.860896352189453,2,store,Grilled Salmon
2023-04-18,73,47.29882672335442,2,app_mobile,Miso Ramen
2023-04-19,78,10.43746021427357,5,app_mobile,Pizza Margherita
2023-04-23,368,18.254585563869988,4,app_mobile,Sizzling Fajitas
2023-04-21,133,3.4072191961148897,5,store,Beef Tacos
2023-04-21,171,23.115161469487727,4,store,Vegetable Stir Fry
2023-04-23,337,19.443807494959398,2,web,Chicken Katsu Curry
2023-04-22,399,26.24695754124803,3,app_mobile,French Onion Soup
2023-04-20,31,30.07716116912201,3,web,Chicken Caesar Wrap
2023-04-19,121,6.048792919669569,4,app_mobile,Garlic Bread
2023-04-17,58,19.01769127290815,2,app_mobile,Spicy Tuna Roll
2023-04-23,380,21.294056894271105,1,web,Spicy Tuna Roll
2023-04-17,206,10.70519543700791,3,store,Chicken Katsu Curry
2023-04-17,193,17.96793630407094,4,app_mobile,Spicy Tuna Roll
2023-04-22,37,10.628359004875355,3,store,Garlic Bread
2023-04-19,17,38.65083449457381,2,app_mobile,Cheeseburger
2023-04-23,224,27.02174439712234,2,store,Chicken Caesar Wrap
2023-04-18,26,33.921810598126115,1,store,Fish and Chips
2023-04-18,234,22.854707306680247,1,app_mobile,Crispy Tofu Bowl
2023-04-23,350,36.576412252850616,5,store,Crispy Calamari
2023-04-20,233,35.78124388253393,3,store,Taco Salad
2023-04-22,158,21.688022829839703,5,web,Fish and Chips
2023-04-23,133,21.576375101186972,1,store,Chicken Teriyaki
2023-04-23,98,14.15021476353907,2,store,Cobb Salad
2023-04-22,241,24.905073301860227,2,web,Sushi Platter
2023-04-18,241,9.375650201874974,5,web,Lobster Bisque
2023-04-23,301,1.3277488409241076,1,app_mobile,Pad Thai
2023-04-20,47,28.475960116695763,5,store,Shrimp Scampi
2023-04-18,319,39.152637522190844,3,store,Chicken Katsu Curry
2023-04-21,153,45.95181866142568,1,app_mobile,French Onion Soup
2023-04-23,138,19.874205289494927,1,web,Taco Salad
2023-04-19,121,9.39427797482938,2,store,Lobster Bisque
2023-04-22,280,44.22599329023872,1,store,Miso Ramen
2023-04-19,216,7.327548335771624,3,store,Cobb Salad
2023-04-23,106,30.032828216582484,2,app_mobile,Grilled Salmon
2023-04-18,250,20.318348414304698,5,app_mobile,Caesar Salad
2023-04-23,89,18.78420757730717,5,web,Seafood Paella
2023-04-19,176,26.46233077156246,2,store,Caesar Salad
2023-04-23,147,48.12640497556411,5,app_mobile,Seafood Paella
2023-04-19,80,23.61901315038479,4,store,Chicken Katsu Curry
2023-04-20,197,49.994488769431655,4,app_mobile,Sushi Platter
2023-04-20,85,17.550865697058804,5,store,French Onion Soup
2023-04-17,102,46.29951229794603,1,web,Beef Tacos
2023-04-21,143,20.101661829115475,5,app_mobile,Taco Salad
2023-04-17,318,11.353089464020362,2,store,Sushi Platter
2023-04-22,64,7.125436926098059,2,web,Spicy Tuna Roll
2023-04-17,342,19.171966322121673,1,web,Lobster Bisque
2023-04-17,209,33.00127949504493,4,web,Beef Stroganoff
2023-04-18,204,5.8852654272478055,4,store,Lobster Bisque
2023-04-23,103,37.58138478655999,1,store,Spicy Tuna Roll
2023-04-20,35,33.110623549357776,5,store,Crispy Tofu Bowl
2023-04-21,20,26.406331192644675,4,web,Beef Stroganoff
2023-04-21,347,12.439280105313255,3,store,Chicken Teriyaki
2023-04-22,316,15.528111070644197,3,web,Taco Salad
2023-04-21,299,8.995627732396013,5,web,Chicken Teriyaki
2023-04-21,136,18.387428401910157,3,store,Pasta Carbonara
2023-04-23,142,37.644505667946326,2,app_mobile,Spicy Tuna Roll
2023-04-23,214,11.049526017236364,4,web,Seafood Paella
2023-04-21,103,34.56453171150382,1,store,Beef Tacos
2023-04-17,208,4.008522611206166,4,app_mobile,Chicken Katsu Curry
2023-04-21,382,43.967509103210766,3,web,Spinach and Ricotta Ravioli
2023-04-18,390,17.944882262127784,5,app_mobile,Chicken Katsu Curry
2023-04-19,33,34.50119776791542,2,store,Chicken Caesar Wrap
2023-04-20,341,25.879725763212747,1,store,Fish and Chips
2023-04-21,118,14.368232258680798,2,app_mobile,Chicken Teriyaki
2023-04-20,114,36.90685962549629,3,store,Cobb Salad
2023-04-19,84,32.173163742553186,4,web,French Onion Soup
2023-04-21,386,49.616094246425924,2,app_mobile,Beef Tacos
2023-04-18,153,32.77269779571149,2,web,Beef Tacos
2023-04-18,396,11.510750414023713,2,store,Shrimp Scampi
2023-04-23,222,45.123687076323804,3,store,Fried Chicken
2023-04-21,106,43.051474704744365,5,web,Grilled Salmon
2023-04-20,267,39.20139889450302,2,web,Sushi Platter
2023-04-17,143,15.92122036047685,1,store,Spinach and Ricotta Ravioli
2023-04-18,209,48.271386511800074,4,web,Miso Ramen
2023-04-17,166,33.9314008219377,2,store,Sushi Platter
2023-04-22,261,1.3705410099056623,4,store,Pad Thai
2023-04-23,321,23.720204505395564,3,web,Spicy Tuna Roll
2023-04-20,320,10.811305902744229,4,web,Caesar Salad
2023-04-18,228,15.152025670165102,3,store,Pizza Margherita
2023-04-19,236,48.5275469487362,3,web,Taco Salad
2023-04-20,307,48.09483089157036,1,store,French Onion Soup
2023-04-20,146,26.328274065545312,1,web,Grilled Salmon
2023-04-20,313,30.437246538769053,2,app_mobile,Cobb Salad
2023-04-18,175,44.81890938099047,1,app_mobile,Caesar Salad
2023-04-18,215,33.89417628860277,1,store,Cheeseburger
2023-04-22,286,47.30653193748248,2,app_mobile,Beef Stroganoff
2023-04-20,216,28.532775227791998,4,app_mobile,Beef Stroganoff
2023-04-22,277,37.88085213482374,2,app_mobile,Philly Cheesesteak
2023-04-23,145,45.05296450963688,3,store,Crispy Tofu Bowl
2023-04-21,29,1.9633492411127067,5,store,Spicy Tuna Roll
2023-04-19,226,40.30103941597138,1,store,Cheeseburger
2023-04-21,267,23.658149028407728,1,store,Lobster Bisque
2023-04-18,206,10.831054313901914,5,store,Chicken Caesar Wrap
2023-04-21,220,41.99345684068233,4,store,Caesar Salad
2023-04-21,194,31.559224103409225,2,app_mobile,Beef Stroganoff
2023-04-21,355,19.638514201298896,5,app_mobile,Philly Cheesesteak
2023-04-22,123,48.07519576823532,1,web,Philly Cheesesteak
2023-04-22,15,3.032700522843246,2,web,Cobb Salad
2023-04-17,70,11.916970782724784,4,store,Pizza Margherita
2023-04-19,342,11.897721997645707,2,store,Grilled Salmon
2023-04-19,173,30.32976417219019,2,store,Pad Thai
2023-04-22,28,36.00412569115015,4,store,Shrimp Scampi
2023-04-18,259,35.5416884284915,3,app_mobile,Pad Thai
2023-04-22,72,39.154769493622624,2,store,Fried Chicken
2023-04-20,148,9.390357573465655,2,web,Pasta Carbonara
2023-04-23,306,46.05339987319346,2,store,Pad Thai
2023-04-22,210,49.92731186297473,5,store,Seafood Paella
2023-04-17,107,25.439652359754255,2,store,Miso Ramen
2023-04-18,284,13.659811549975716,5,store,Fried Chicken
2023-04-23,298,10.37477730440858,3,web,Chicken Teriyaki
2023-04-22,70,1.150686743218746,1,web,Chicken Katsu Curry
2023-04-19,292,23.690210615011605,5,store,Seafood Paella
2023-04-23,308,34.723299318244344,3,web,Taco Salad
2023-04-20,248,18.9389185937251,3,web,Crispy Tofu Bowl
2023-04-17,268,37.843102449039804,1,app_mobile,Miso Ramen
2023-04-21,121,13.080819224424623,5,app_mobile,Taco Salad
2023-04-18,343,3.3283754940222723,1,app_mobile,Cheeseburger
2023-04-19,119,24.015089663002954,4,store,Pad Thai
2023-04-23,158,14.631576175347437,4,store,Sushi Platter
2023-04-21,396,5.256446147277678,5,web,Fried Chicken
2023-04-18,247,47.093664779697704,5,web,Chicken Katsu Curry
2023-04-19,10,33.031733354469175,2,store,Spinach and Ricotta Ravioli
2023-04-23,138,16.20041725819188,4,web,Chicken Caesar Wrap
2023-04-23,385,42.96825514542389,3,web,Crispy Calamari
2023-04-21,235,7.638279853982998,2,web,Beef Stroganoff
2023-04-18,139,19.74665565973496,2,web,Vegetable Stir Fry
2023-04-19,362,26.98095199199646,5,app_mobile,Sizzling Fajitas
2023-04-21,242,35.56385438814485,4,store,Crab Cakes
2023-04-22,283,42.26779488438705,2,web,Chicken Teriyaki
2023-04-20,289,45.71562168284694,1,store,Pasta Carbonara
2023-04-20,121,30.389732573154745,3,store,Caesar Salad
2023-04-22,27,3.13561191804681,4,app_mobile,Seafood Paella
2023-04-23,55,5.502029379325114,4,app_mobile,Cheeseburger
2023-04-23,14,6.426120209236524,5,web,Grilled Salmon
2023-04-17,161,30.564176618776475,1,app_mobile,Spicy Tuna Roll
2023-04-18,301,49.42859850948947,2,web,Pizza Margherita
2023-04-23,16,6.298151716223006,3,web,Pizza Margherita
2023-04-22,300,9.046525008805805,4,store,Vegetable Stir Fry
2023-04-22,95,38.105812529450844,4,app_mobile,Garlic Bread
2023-04-23,253,6.911941253631911,5,web,Cheeseburger
2023-04-19,300,15.511390957882803,3,store,Vegetable Stir Fry
2023-04-21,74,2.2070338916804184,2,app_mobile,Chicken Teriyaki
2023-04-22,187,18.323286961254848,1,store,Crispy Tofu Bowl
2023-04-18,198,22.2188948601986,4,app_mobile,French Onion Soup
2023-04-18,48,49.176382305765244,5,app_mobile,Crab Cakes
2023-04-18,292,20.588932772752216,5,web,Sizzling Fajitas
2023-04-22,31,11.733957730430863,3,app_mobile,French Onion Soup
2023-04-18,161,13.064573537762866,1,app_mobile,Grilled Salmon
2023-04-20,324,46.1396191986383,2,app_mobile,Pasta Carbonara
2023-04-23,295,18.209226887562433,1,web,Taco Salad
2023-04-23,1,6.8910892399641055,4,app_mobile,Grilled Salmon
2023-04-23,326,22.069050258508366,2,store,Lobster Bisque
2023-04-22,27,2.8679889745401175,3,store,Cobb Salad
2023-04-21,397,17.16657901772487,5,store,Lobster Bisque
2023-04-22,141,12.148530766263887,4,app_mobile,Shrimp Scampi
2023-04-23,316,12.62454150218044,3,store,Caesar Salad
2023-04-20,115,3.1178847417447377,1,store,Miso Ramen
2023-04-19,331,5.449849147133913,1,app_mobile,Pizza Margherita
2023-04-20,17,37.51402522842991,2,store,Lobster Bisque
2023-04-22,390,9.879510314841841,5,app_mobile,Chicken Katsu Curry
2023-04-17,85,30.537398333883782,5,app_mobile,Lobster Bisque
2023-04-18,274,38.03205346488728,5,app_mobile,Crispy Tofu Bowl
2023-04-23,134,37.45031937402456,2,web,Cobb Salad
2023-04-20,318,35.381859060607376,5,store,Spicy Tuna Roll
2023-04-18,126,30.966693223649862,4,store,Lobster Bisque
2023-04-19,118,33.401971826097174,5,store,Beef Tacos
2023-04-23,59,7.87128649649708,3,web,Caesar Salad
2023-04-20,138,19.463806569371975,4,app_mobile,Pad Thai
2023-04-20,254,8.776518131592791,3,store,Sushi Platter
2023-04-23,160,34.48374081397042,2,web,Sushi Platter
2023-04-17,38,2.1368062394764125,2,store,Garlic Bread
2023-04-23,224,16.783744738814356,4,web,Garlic Bread
2023-04-19,72,13.562403637913,1,web,Sizzling Fajitas
2023-04-17,262,30.196297110544876,1,store,Cobb Salad
2023-04-18,96,25.95730786889729,2,store,Crispy Calamari
2023-04-21,19,2.6029397040652342,1,web,Lobster Bisque
2023-04-19,386,45.46263235452662,5,web,Pasta Carbonara
2023-04-23,163,20.259833387727664,4,app_mobile,Crispy Calamari
2023-04-22,35,4.367690050319558,1,web,Fish and Chips
2023-04-18,319,22.768612842947224,2,web,Shrimp Scampi
2023-04-22,189,48.500971426308425,4,web,Cobb Salad
2023-04-22,327,35.222062502820066,2,store,Crispy Calamari
2023-04-22,81,19.495282847343496,1,app_mobile,Cheeseburger
2023-04-20,11,11.477687750992468,3,web,Vegetable Stir Fry
2023-04-19,57,33.34217139306804,5,web,Taco Salad
2023-04-19,382,49.51508003252303,1,web,Fried Chicken
2023-04-19,359,21.860262178879708,1,web,Seafood Paella
2023-04-18,129,9.173930348930421,2,app_mobile,Caesar Salad
2023-04-22,116,37.7192860602064,1,web,Beef Stroganoff
2023-04-17,42,29.224883860397412,4,store,Fish and Chips
2023-04-18,44,18.978851669014087,5,app_mobile,Crispy Calamari
2023-04-20,126,32.491553568653224,3,store,Chicken Teriyaki
2023-04-22,231,40.91291389272959,1,store,Sizzling Fajitas
2023-04-20,187,21.54745707131091,1,app_mobile,Vegetable Stir Fry
2023-04-22,296,27.043377759729886,3,app_mobile,Seafood Paella
2023-04-17,378,11.92001931550606,5,web,Fried Chicken
2023-04-22,45,15.9458799412191,5,store,Sizzling Fajitas
2023-04-17,304,36.1965135624375,1,store,Spicy Tuna Roll
2023-04-19,239,10.40727638989574,4,app_mobile,Cheeseburger
2023-04-20,72,12.013684602873475,4,web,Beef Tacos
2023-04-22,192,34.77206643977779,5,store,Vegetable Stir Fry
2023-04-17,292,48.00235636199351,3,store,Garlic Bread
2023-04-19,94,44.926817985694285,5,web,Spinach and Ricotta Ravioli
2023-04-19,286,6.927645266102246,2,web,Cheeseburger
2023-04-21,341,26.656621907466644,5,web,French Onion Soup
2023-04-23,46,39.478506204079856,2,store,Sizzling Fajitas
2023-04-22,65,30.836637379267586,4,store,Taco Salad
2023-04-17,208,10.739364826488735,4,store,Pad Thai
2023-04-23,355,13.663454379341024,1,web,Crab Cakes
2023-04-22,19,10.948072732781112,4,store,Beef Stroganoff
2023-04-19,353,19.559442899474586,5,store,Spinach and Ricotta Ravioli
2023-04-20,117,5.891347518929871,1,app_mobile,Pizza Margherita
2023-04-21,104,43.42984131704357,3,app_mobile,Seafood Paella
2023-04-20,318,36.0759492665671,2,app_mobile,Garlic Bread
2023-04-23,310,14.195899500899849,5,web,Grilled Salmon
2023-04-18,186,15.584146961087491,3,web,Vegetable Stir Fry
2023-04-20,236,44.334341584694016,1,store,Chicken Teriyaki
2023-04-18,250,17.05673748566317,1,web,Garlic Bread
2023-04-17,363,48.870534355451476,5,web,Lobster Bisque
2023-04-19,222,18.229155822110172,5,app_mobile,Beef Stroganoff
2023-04-23,75,30.297559448610986,1,web,Chicken Teriyaki
2023-04-22,249,14.942752007030817,1,web,Seafood Paella
2023-04-18,78,39.5790223552118,4,store,Pasta Carbonara
2023-04-19,198,17.83228603739397,3,app_mobile,Taco Salad
2023-04-19,326,47.30579006046574,4,app_mobile,Pad Thai
2023-04-23,113,9.458922546352106,1,web,Sushi Platter
2023-04-20,258,20.328866427063648,5,app_mobile,Shrimp Scampi
2023-04-18,58,26.253708487182717,4,app_mobile,Pad Thai
2023-04-18,367,24.38072752744441,4,store,Crab Cakes
2023-04-23,277,27.05833386842798,4,web,Spicy Tuna Roll
2023-04-22,247,23.80116956562023,4,store,Caesar Salad
2023-04-23,397,27.33548943173598,3,store,Crispy Tofu Bowl
2023-04-17,96,20.702374961725866,1,web,Taco Salad
2023-04-21,186,2.4064667819742462,4,web,Miso Ramen
2023-04-22,91,12.760198726924521,5,web,Sushi Platter
2023-04-23,56,8.939116549405988,5,web,Beef Tacos
2023-04-21,24,46.351821707454654,3,app_mobile,Lobster Bisque
2023-04-23,313,8.31223411683361,3,web,Vegetable Stir Fry
2023-04-21,168,41.28998556571926,2,app_mobile,Spicy Tuna Roll
2023-04-19,210,35.48764755627913,3,store,Shrimp Scampi
2023-04-23,262,1.7867761340162684,2,app_mobile,Crispy Calamari
2023-04-20,147,25.432234450547927,4,store,Beef Stroganoff
2023-04-22,38,49.182077162624644,2,app_mobile,Miso Ramen
2023-04-20,104,2.436060021329894,5,store,Chicken Teriyaki
2023-04-17,347,42.773259403380706,1,store,Fried Chicken
2023-04-23,173,20.989519316692608,2,app_mobile,Fish and Chips
2023-04-19,331,25.93427767919518,5,web,Taco Salad
2023-04-18,136,20.768413112297036,5,web,Cobb Salad
2023-04-21,139,26.83035117883152,1,store,Philly Cheesesteak
2023-04-21,153,40.44509193175343,1,web,Pad Thai
2023-04-17,300,36.61758631225039,1,web,Pad Thai
2023-04-19,76,36.85072863213727,4,app_mobile,Fried Chicken
2023-04-19,49,17.958812152479382,3,store,Shrimp Scampi
