sale_id,store_id,product_id,sale_date,sales_amount
1948,5,22,2023-01-20,281.8
7820,2,17,2023-01-20,152.95
425,1,10,2023-01-20,285.4
890,6,36,2023-01-20,171.94
3725,3,31,2023-01-21,180.85
5795,1,13,2023-01-21,259.17
2561,2,4,2023-01-21,185.8
1012,3,36,2023-01-21,274.82
860,4,26,2023-01-21,298.32
9517,2,35,2023-01-21,197.21
4283,6,8,2023-01-21,139.41
7723,4,42,2023-01-21,164.0
1870,1,2,2023-01-21,180.6
4537,6,7,2023-01-21,203.82
9671,3,12,2023-01-21,102.34
71,6,42,2023-01-22,220.89
4442,4,49,2023-01-22,208.5
7764,3,11,2023-01-22,205.36
8252,3,13,2023-01-22,102.18
7217,1,15,2023-01-22,100.62
479,1,28,2023-01-22,296.12
4653,3,46,2023-01-22,163.66
8994,5,27,2023-01-22,111.78
5126,6,49,2023-01-22,145.41
527,3,10,2023-01-22,205.39
9916,2,49,2023-01-22,101.54
663,2,22,2023-01-22,256.38
5092,5,15,2023-01-22,236.17
5610,2,6,2023-01-22,265.38
3213,4,18,2023-01-22,205.04
6426,1,32,2023-01-22,201.14
4146,5,28,2023-01-22,150.03
4808,4,4,2023-01-22,292.32
4212,1,26,2023-01-23,198.25
160,1,6,2023-01-23,220.9
6,5,8,2023-01-23,211.51
2369,3,16,2023-01-23,214.24
823,4,4,2023-01-23,218.07
8194,5,40,2023-01-23,261.23
4917,5,42,2023-01-23,102.93
2261,4,31,2023-01-23,155.65
5023,3,2,2023-01-23,283.12
8751,5,24,2023-01-23,201.48
6967,5,39,2023-01-23,286.11
8432,2,37,2023-01-23,263.33
588,6,38,2023-01-24,292.28
3211,1,26,2023-01-24,251.9
5609,3,1,2023-01-24,159.64
4126,2,40,2023-01-24,117.6
9226,2,49,2023-01-24,134.45
4097,6,40,2023-01-24,143.21
7952,4,30,2023-01-24,131.34
3545,4,3,2023-01-24,288.47
3546,3,44,2023-01-24,235.7
7837,1,33,2023-01-24,127.57
7059,5,42,2023-01-24,233.69
4523,2,44,2023-01-24,270.01
6513,6,14,2023-01-24,156.29
7085,3,19,2023-01-25,258.29
384,5,49,2023-01-25,220.3
6923,3,19,2023-01-25,227.03
1833,6,48,2023-01-25,148.02
8076,6,3,2023-01-25,228.89
7133,3,14,2023-01-25,278.01
3971,4,5,2023-01-25,265.72
2586,4,7,2023-01-25,188.08
5062,3,38,2023-01-25,195.95
3003,4,33,2023-01-25,105.61
9550,3,6,2023-01-25,101.72
5945,2,40,2023-01-25,183.71
5292,2,50,2023-01-25,266.01
514,1,28,2023-01-25,186.3
8461,3,1,2023-01-25,151.84
362,6,30,2023-01-25,245.47
5439,3,35,2023-01-25,126.23
5875,6,10,2023-01-25,153.31
4499,6,41,2023-01-25,248.96
6278,3,25,2023-01-25,123.7
1295,4,28,2023-01-25,111.79
2266,1,34,2023-01-26,100.16
3290,1,38,2023-01-26,188.34
4129,6,39,2023-01-26,187.26
5,3,20,2023-01-26,229.48
8882,2,49,2023-01-26,202.81
9124,1,11,2023-01-26,194.1
737,5,32,2023-01-26,131.61
3833,1,14,2023-01-26,136.59
1173,4,30,2023-01-26,264.24
4361,4,25,2023-01-26,217.91
4520,6,41,2023-01-26,118.01
9867,1,6,2023-01-26,131.7
4864,5,36,2023-01-26,266.59
6446,4,29,2023-01-26,131.08
7777,5,36,2023-01-26,295.92
7251,6,18,2023-01-26,170.09
6792,2,6,2023-01-26,243.15
7166,5,11,2023-01-26,200.37
9302,3,40,2023-01-27,246.06
7739,6,12,2023-01-27,279.35
3146,1,15,2023-01-27,191.51
2431,5,41,2023-01-27,246.87
9669,6,14,2023-01-27,252.68
3988,2,5,2023-01-27,245.13
4785,4,22,2023-01-27,106.08
1338,2,6,2023-01-27,110.36
1764,1,20,2023-01-27,183.84
5827,6,24,2023-01-27,244.2
6739,5,14,2023-01-28,294.78
522,4,43,2023-01-28,292.92
7489,5,2,2023-01-28,250.81
2880,5,15,2023-01-28,134.4
5262,2,18,2023-01-28,110.11
9423,5,17,2023-01-28,292.1
7161,1,35,2023-01-28,169.1
3416,3,22,2023-01-28,152.8
3515,6,23,2023-01-28,102.04
2828,2,43,2023-01-28,275.15
9167,3,20,2023-01-28,230.87
1328,3,28,2023-01-28,143.12
2173,3,33,2023-01-28,248.34
5189,1,22,2023-01-28,271.39
5309,1,4,2023-01-28,202.66
2575,5,45,2023-01-28,127.55
1360,6,47,2023-01-28,290.2
8766,6,28,2023-01-29,278.81
1719,6,33,2023-01-29,139.41
7635,6,44,2023-01-29,120.79
935,3,29,2023-01-29,240.0
4025,3,35,2023-01-29,282.26
1459,5,7,2023-01-29,110.31
6265,6,22,2023-01-29,109.24
652,1,37,2023-01-29,186.95
7031,5,2,2023-01-29,281.32
6972,6,11,2023-01-29,141.47
7274,4,45,2023-01-29,164.19
6836,5,37,2023-01-29,249.38
4497,2,6,2023-01-29,269.58
9863,5,3,2023-01-29,148.07
862,6,11,2023-01-30,280.97
2023,4,42,2023-01-30,212.18
6172,1,9,2023-01-30,258.79
4845,1,38,2023-01-30,130.81
1179,6,25,2023-01-30,258.01
5248,3,35,2023-01-30,268.51
779,6,3,2023-01-30,238.52
6199,4,35,2023-01-30,269.24
9234,1,1,2023-01-30,297.29
5280,6,10,2023-01-30,270.14
6418,5,24,2023-01-31,182.1
6251,5,29,2023-01-31,112.53
1419,4,27,2023-01-31,241.8
8371,6,13,2023-01-31,261.61
1705,6,20,2023-01-31,173.37
7905,1,39,2023-01-31,212.63
982,1,11,2023-01-31,295.79
1268,3,40,2023-01-31,286.09
871,5,39,2023-01-31,205.82
2634,2,40,2023-01-31,197.75
3457,6,12,2023-01-31,199.6
6471,5,44,2023-01-31,288.81
2784,4,20,2023-01-31,256.94
752,5,38,2023-02-01,104.57
6501,4,14,2023-02-01,101.06
1967,6,45,2023-02-01,143.33
751,2,7,2023-02-01,227.36
3458,3,4,2023-02-01,109.01
5367,2,14,2023-02-01,242.54
202,2,40,2023-02-01,126.45
421,2,35,2023-02-01,295.04
9091,6,26,2023-02-01,259.63
3349,4,29,2023-02-01,187.13
5187,3,46,2023-02-02,144.43
1252,5,25,2023-02-02,207.29
3780,6,4,2023-02-02,258.4
9858,5,28,2023-02-02,255.22
1572,2,43,2023-02-02,279.92
46,6,25,2023-02-02,172.49
9039,6,13,2023-02-02,116.06
87,3,13,2023-02-02,125.59
6886,5,50,2023-02-02,270.86
3733,2,49,2023-02-02,101.67
3082,2,7,2023-02-02,137.85
5264,3,1,2023-02-02,195.5
5252,2,38,2023-02-02,130.38
260,2,21,2023-02-03,219.52
5728,2,49,2023-02-03,152.6
524,5,45,2023-02-03,208.88
8834,4,42,2023-02-03,186.75
8536,5,47,2023-02-03,102.82
6546,1,24,2023-02-03,258.47
8542,1,49,2023-02-03,290.42
9274,2,18,2023-02-03,281.28
9981,4,4,2023-02-03,224.54
7855,3,25,2023-02-03,101.24
7693,2,27,2023-02-03,139.05
3102,5,20,2023-02-03,159.75
5950,4,39,2023-02-03,238.2
3262,4,43,2023-02-03,246.79
2365,4,41,2023-02-03,293.98
2032,5,24,2023-02-03,147.11
6000,4,50,2023-02-03,191.02
1319,2,29,2023-02-03,271.68
8424,4,49,2023-02-03,143.29
4214,5,17,2023-02-03,281.56
5767,5,12,2023-02-04,168.72
8147,1,50,2023-02-04,299.91
1866,1,7,2023-02-04,281.34
6854,6,23,2023-02-04,144.02
3461,3,23,2023-02-04,219.2
8484,3,45,2023-02-04,173.37
4037,5,40,2023-02-04,126.07
3128,6,2,2023-02-04,258.52
5836,1,42,2023-02-04,298.58
8188,6,21,2023-02-04,131.66
1550,6,22,2023-02-04,292.02
4528,3,15,2023-02-04,209.07
3950,1,38,2023-02-04,180.15
2260,6,9,2023-02-04,109.66
1827,5,24,2023-02-04,104.82
6687,2,47,2023-02-04,156.35
9628,3,42,2023-02-05,176.13
698,3,19,2023-02-05,193.8
1442,4,30,2023-02-05,266.21
8713,1,31,2023-02-05,163.93
2142,5,5,2023-02-05,181.0
337,2,39,2023-02-05,109.25
329,4,38,2023-02-05,122.5
2127,3,44,2023-02-05,105.24
8801,5,18,2023-02-05,250.81
8686,5,21,2023-02-05,152.28
727,5,7,2023-02-05,296.57
5435,5,33,2023-02-05,143.54
2502,6,16,2023-02-06,286.1
5335,6,2,2023-02-06,191.59
1019,2,24,2023-02-06,141.63
7834,6,12,2023-02-06,168.47
5763,5,16,2023-02-06,186.1
7278,3,50,2023-02-06,189.51
6565,2,18,2023-02-06,140.02
7213,5,13,2023-02-06,128.27
2907,3,49,2023-02-06,287.67
3351,4,40,2023-02-06,101.79
2900,1,8,2023-02-06,277.5
8800,1,40,2023-02-07,151.25
4560,4,24,2023-02-07,231.62
8617,6,40,2023-02-07,145.25
3831,3,41,2023-02-07,281.55
6137,3,9,2023-02-07,167.75
3977,4,50,2023-02-07,245.0
77,3,38,2023-02-07,145.76
9971,2,41,2023-02-07,209.16
2337,5,32,2023-02-07,208.32
813,2,31,2023-02-07,216.75
9641,5,25,2023-02-07,212.54
4595,1,27,2023-02-07,205.57
2488,3,6,2023-02-07,202.58
1708,6,8,2023-02-07,142.19
8487,5,6,2023-02-07,196.77
3122,1,7,2023-02-08,283.73
1329,2,25,2023-02-08,206.69
3488,2,30,2023-02-08,241.91
1259,2,13,2023-02-08,128.36
1080,2,6,2023-02-08,124.47
1982,6,6,2023-02-08,198.86
5618,5,47,2023-02-08,265.0
956,3,15,2023-02-08,129.22
2105,4,28,2023-02-08,298.91
4213,6,16,2023-02-08,207.05
1151,5,41,2023-02-08,183.84
4273,1,40,2023-02-09,100.35
6962,4,31,2023-02-09,244.03
4676,2,31,2023-02-09,157.42
3706,6,17,2023-02-09,205.67
6790,3,46,2023-02-09,110.65
2272,3,17,2023-02-09,102.66
5458,5,17,2023-02-09,194.0
9020,6,16,2023-02-09,131.64
4646,2,16,2023-02-09,266.38
3272,6,13,2023-02-09,254.32
806,5,23,2023-02-09,155.4
512,5,40,2023-02-09,261.18
2865,6,11,2023-02-09,190.0
3727,5,18,2023-02-09,196.18
4724,5,37,2023-02-09,161.71
568,6,12,2023-02-10,294.96
5958,3,33,2023-02-10,209.1
8546,5,43,2023-02-10,219.29
776,1,21,2023-02-10,255.2
6116,4,7,2023-02-10,147.41
5156,2,1,2023-02-10,216.15
7867,2,1,2023-02-10,223.34
8758,3,18,2023-02-10,244.89
677,3,25,2023-02-10,140.62
2740,3,18,2023-02-10,229.97
561,5,41,2023-02-10,289.31
3177,4,12,2023-02-10,104.46
5429,1,3,2023-02-11,188.4
6980,1,41,2023-02-11,230.38
5383,2,5,2023-02-11,273.42
2031,3,10,2023-02-11,199.6
5539,3,16,2023-02-11,103.33
6830,4,23,2023-02-11,212.35
3533,3,37,2023-02-11,178.25
9783,6,28,2023-02-11,171.07
363,5,24,2023-02-11,230.29
3339,5,50,2023-02-11,187.51
8746,3,50,2023-02-12,195.23
8062,3,17,2023-02-12,121.55
6088,6,4,2023-02-12,290.16
4931,5,22,2023-02-12,129.65
1440,5,38,2023-02-12,139.37
3942,1,25,2023-02-12,276.95
9930,4,34,2023-02-12,149.4
8572,6,26,2023-02-13,245.38
5650,3,28,2023-02-13,203.91
8942,3,31,2023-02-13,218.51
8786,3,3,2023-02-13,147.63
9448,1,44,2023-02-13,192.39
2018,6,13,2023-02-13,110.97
2336,4,40,2023-02-13,243.57
7738,4,24,2023-02-13,188.07
2754,5,33,2023-02-13,165.37
4967,3,16,2023-02-13,115.81
281,4,23,2023-02-13,271.0
3979,5,44,2023-02-13,265.45
133,1,6,2023-02-13,187.15
3332,1,33,2023-02-13,257.44
1880,5,12,2023-02-13,109.76
2281,6,3,2023-02-13,253.53
1051,2,27,2023-02-13,107.71
3792,4,5,2023-02-14,232.66
3552,1,22,2023-02-14,121.39
4103,6,32,2023-02-14,257.26
6957,2,19,2023-02-14,140.69
1073,2,22,2023-02-14,267.18
2345,5,24,2023-02-14,141.8
4098,2,23,2023-02-14,273.46
2816,3,48,2023-02-14,261.78
8195,4,35,2023-02-14,294.66
6442,4,10,2023-02-14,177.97
3580,4,28,2023-02-14,213.6
2341,4,6,2023-02-14,233.98
9497,6,12,2023-02-14,241.1
4177,3,33,2023-02-15,191.18
1511,5,7,2023-02-15,118.65
9944,3,16,2023-02-15,299.44
6409,2,29,2023-02-15,167.1
6416,6,21,2023-02-15,247.22
8873,6,8,2023-02-15,151.94
6910,2,15,2023-02-15,172.72
8410,3,35,2023-02-15,275.8
1656,6,31,2023-02-15,138.19
3378,2,43,2023-02-15,270.01
4716,6,41,2023-02-15,246.01
1693,1,35,2023-02-15,145.71
8218,5,48,2023-02-16,189.72
1811,4,33,2023-02-16,213.01
2692,2,39,2023-02-16,213.97
4252,6,48,2023-02-16,232.37
8415,6,35,2023-02-16,186.7
4591,3,40,2023-02-16,114.4
2720,4,35,2023-02-16,134.86
8525,5,30,2023-02-16,234.72
581,5,30,2023-02-16,203.06
7682,1,35,2023-02-16,277.68
8722,4,27,2023-02-17,259.96
4222,3,2,2023-02-17,141.44
8695,4,14,2023-02-17,141.88
5243,4,44,2023-02-17,172.03
1433,4,49,2023-02-17,285.88
9493,5,4,2023-02-17,161.16
3186,5,7,2023-02-17,282.04
8301,4,27,2023-02-17,167.95
7705,5,23,2023-02-17,277.85
1588,6,48,2023-02-17,219.9
8714,3,43,2023-02-17,221.62
8551,3,28,2023-02-17,179.04
6601,1,3,2023-02-17,225.67
6780,4,9,2023-02-17,192.78
2285,4,30,2023-02-17,211.22
7210,1,48,2023-02-17,150.22
6463,5,24,2023-02-18,290.65
7417,4,13,2023-02-18,174.07
6302,5,47,2023-02-18,115.76
4117,3,31,2023-02-18,289.36
7632,2,19,2023-02-18,144.85
624,3,37,2023-02-18,129.03
8985,6,42,2023-02-18,283.6
4422,2,45,2023-02-18,155.34
9212,3,44,2023-02-18,291.06
8748,6,37,2023-02-18,181.15
6440,3,15,2023-02-18,149.26
6761,3,19,2023-02-18,164.34
3591,5,29,2023-02-18,273.01
5381,4,29,2023-02-18,183.83
8870,5,36,2023-02-19,181.74
4889,1,5,2023-02-19,152.09
3967,2,15,2023-02-19,196.31
6336,3,32,2023-02-19,256.9
8331,1,38,2023-02-19,283.52
1413,4,23,2023-02-19,185.07
2183,6,33,2023-02-19,275.65
7379,2,27,2023-02-19,174.95
4277,1,29,2023-02-19,152.43
8022,2,1,2023-02-19,109.28
4148,4,11,2023-02-19,152.67
1121,6,30,2023-02-19,225.51
3101,5,50,2023-02-19,295.43
5274,3,1,2023-02-19,155.19
5565,4,41,2023-02-19,103.02
1849,1,49,2023-02-19,225.67
5727,1,21,2023-02-19,271.15
5296,5,42,2023-02-20,115.12
4124,4,27,2023-02-20,161.62
342,1,44,2023-02-20,170.21
8387,1,30,2023-02-20,239.92
4729,1,6,2023-02-20,237.26
5599,2,16,2023-02-20,218.73
9565,6,44,2023-02-20,261.88
4249,5,23,2023-02-20,124.75
3287,3,50,2023-02-20,104.38
4926,2,13,2023-02-20,179.65
9112,1,21,2023-02-20,286.86
7214,6,10,2023-02-20,240.47
7508,5,39,2023-02-20,172.28
877,3,8,2023-02-20,179.57
6738,1,16,2023-02-21,123.45
1531,1,24,2023-02-21,125.9
5474,3,43,2023-02-21,233.16
3045,4,3,2023-02-21,267.65
1078,5,26,2023-02-21,239.66
370,2,46,2023-02-21,232.21
1054,3,15,2023-02-21,157.86
640,4,5,2023-02-21,204.91
9202,2,34,2023-02-21,121.55
2551,4,27,2023-02-21,281.46
2790,5,34,2023-02-21,278.52
9143,5,45,2023-02-21,288.03
7122,1,28,2023-02-22,143.89
162,5,24,2023-02-22,168.81
1420,2,22,2023-02-22,213.28
1466,2,41,2023-02-22,145.47
706,4,36,2023-02-22,213.46
3685,3,45,2023-02-22,226.39
8362,5,46,2023-02-22,240.76
3699,1,50,2023-02-22,199.62
7753,5,10,2023-02-22,229.78
7345,4,16,2023-02-22,194.66
1523,1,26,2023-02-22,288.74
5362,3,43,2023-02-22,255.74
5523,4,27,2023-02-23,244.44
4731,4,20,2023-02-23,191.64
7218,3,35,2023-02-23,119.48
1970,3,38,2023-02-23,105.87
5574,3,45,2023-02-23,248.48
1898,3,37,2023-02-23,104.09
464,3,40,2023-02-23,118.24
2467,5,22,2023-02-23,254.26
3623,2,34,2023-02-23,239.17
2352,3,6,2023-02-23,210.31
7188,5,30,2023-02-23,147.32
5306,3,44,2023-02-23,118.71
1191,5,45,2023-02-23,278.89
3043,1,12,2023-02-23,119.64
7700,6,34,2023-02-24,277.36
3645,4,50,2023-02-24,174.49
6180,2,23,2023-02-24,231.07
9107,1,17,2023-02-24,252.01
705,6,50,2023-02-24,263.07
769,1,24,2023-02-24,158.15
7287,1,33,2023-02-24,175.57
2848,2,18,2023-02-24,271.95
5324,1,43,2023-02-25,229.58
8647,5,14,2023-02-25,124.72
7546,4,41,2023-02-25,296.52
7080,2,1,2023-02-25,173.66
5329,6,38,2023-02-25,107.28
1829,2,26,2023-02-25,129.05
8043,3,35,2023-02-25,131.6
3506,4,4,2023-02-25,293.17
9575,1,18,2023-02-25,138.9
3945,3,8,2023-02-25,166.45
9994,5,6,2023-02-25,177.64
7329,2,36,2023-02-25,121.51
1993,5,25,2023-02-25,209.4
2148,2,30,2023-02-25,104.83
8680,4,36,2023-02-25,146.94
4204,1,50,2023-02-25,180.16
5195,3,17,2023-02-25,126.58
5757,3,28,2023-02-26,159.55
6044,6,19,2023-02-26,289.83
5202,2,50,2023-02-26,186.05
1528,3,6,2023-02-26,215.44
9309,1,40,2023-02-26,206.87
715,6,33,2023-02-26,113.7
9832,2,38,2023-02-26,235.64
9754,5,41,2023-02-26,116.51
1014,6,6,2023-02-26,265.87
531,4,19,2023-02-26,297.12
3464,1,7,2023-02-26,205.54
4491,5,28,2023-02-26,108.5
3362,1,28,2023-02-26,162.54
6794,1,27,2023-02-26,155.6
4910,2,3,2023-02-26,128.75
4351,5,44,2023-02-27,286.77
2121,4,8,2023-02-27,136.9
9625,6,47,2023-02-27,253.02
1311,2,4,2023-02-27,176.91
2567,2,9,2023-02-27,284.84
3564,1,29,2023-02-27,125.3
2025,2,37,2023-02-27,286.07
7752,3,28,2023-02-27,162.26
18,2,1,2023-02-27,112.07
2076,3,8,2023-02-27,103.32
9211,4,19,2023-02-27,290.9
134,4,26,2023-02-27,169.02
4084,1,14,2023-02-27,207.94
4045,3,20,2023-02-27,243.72
2999,1,12,2023-02-27,277.91
2450,6,37,2023-02-27,291.17
